category,subcategory,recipe_id,recipe_name,quantity,unit,ingredient_name,directions
Dessert,pie,59,Blackberry Nectarine Pie,2,Tbsp,cornstarch,
Dessert,pie,59,Blackberry Nectarine Pie,1,cup,water,
Dessert,pie,59,Blackberry Nectarine Pie,2.5,cups,"nectarines, sliced",
Dessert,pie,59,Blackberry Nectarine Pie,1,,baked pie shell,
Dessert,pie,59,Blackberry Nectarine Pie,,,whipped cream,
Dessert,pie,60,Creamy Apple Pie,1,,"9 inch pie shell, unbaked","Place apples in the pie shell. Mix together sugar, flour, and salt. Sprinkle over apples. in a sauce pan bring cream to boiling point. Pour over apples. Sprinkle generously with cinnamon. Bake at 375 degrees for 45 minutes, until firm."
Dessert,pie,60,Creamy Apple Pie,5,,"tart apples, peeled and sliced",
Dessert,pie,60,Creamy Apple Pie,1,cup,sugar,
Dessert,pie,60,Creamy Apple Pie,0.25,cup,flour,
Dessert,pie,60,Creamy Apple Pie,0.5,tsp,salt,
Dessert,pie,60,Creamy Apple Pie,1,cup,heavy cream,
Dessert,pie,60,Creamy Apple Pie,,,cinnamon,
Dessert,pie,61,Dutch Apple Pie,4,,"large apples, sliced","Combine apples, 1/2 cup sugar, and cinnamon. Put into the unbaked pie shell. Top with 1/2 cup sugar, flour, butter, and cinnamon. Bake 45-50 minutes at 350 degrees."
Dessert,pie,61,Dutch Apple Pie,1,cup,sugar,
Dessert,pie,61,Dutch Apple Pie,1,tsp,cinnamon,
Dessert,pie,61,Dutch Apple Pie,0.75,cup,flour,
Dessert,pie,61,Dutch Apple Pie,0.33,cup,butter,
Dessert,pie,61,Dutch Apple Pie,0.5,tsp,cinnamon,
Dessert,pie,62,Fresh Strawberry Pie,2,Tbsp,cornstarch,Slice 1 basket of strawberries. Put half the berries in the bottom of a baked pie shell. Prepare glaze by combining remaining ingredients and cooking in a double-boiler until thickened. Stir the other half of the berries into the glaze. Pour into the shell. Cool. Top with whipped cream and halved berries.
Dessert,pie,62,Fresh Strawberry Pie,1,cup,sugar,
Dessert,pie,62,Fresh Strawberry Pie,1.25,cups,water,
Dessert,pie,62,Fresh Strawberry Pie,a few,drops,red food coloring,
Dessert,pie,62,Fresh Strawberry Pie,1,Tbsp,butter,
Dessert,pie,62,Fresh Strawberry Pie,1,tsp,lemon juice,
Dessert,pie,62,Fresh Strawberry Pie,1,basket,strawberries,
Dessert,pie,62,Fresh Strawberry Pie,1,,"pie shell, baked",
Dessert,pie,63,Lemon Cloud Pie,1,cup,sugar,"Combine in sauce pan 3/4 cup sugar, cornstarch, water, lemon rind, and juice, and slightly beaten egg yolk. Cook over medium heat stirring constantly until thick. Remove from heat. Add softened cheese, blend well. Cool. Beat egg whites until stiff. Add 1/4 sugar. Fold into lemon mixture. Spoon into crust. Chill 2 hours. Serve with whipped cream."
Dessert,pie,63,Lemon Cloud Pie,0.5,cup,cornstarch,
Dessert,pie,63,Lemon Cloud Pie,1,cup,water,
Dessert,pie,63,Lemon Cloud Pie,1,tsp,"lemon rind, grated",
Dessert,pie,63,Lemon Cloud Pie,0.33,cup,lemon juice,
Dessert,pie,63,Lemon Cloud Pie,2,,eggs,
Dessert,pie,63,Lemon Cloud Pie,4,ounces,cream cheese,
Dessert,pie,63,Lemon Cloud Pie,,,graham cracker crust,
Dessert,pie,64,Lemon Luscious Pie,1,cup,sugar,"Combine sugar, cornstarch, butter, lemon rind, and egg yolk in saucepan. Stir in milk. Cook over medium heat, stirring until mixture thickens. Cool. Fold in sour cream. Spoon into pie shell. Col 12 hours or longer. Top with whipped cream. Garnish with chopped walnuts if desired."
Dessert,pie,64,Lemon Luscious Pie,3,Tbsp,cornstarch,
Dessert,pie,64,Lemon Luscious Pie,0.25,cup,butter,
Dessert,pie,64,Lemon Luscious Pie,1,Tbsp,"lemon rind, grated",
Dessert,pie,64,Lemon Luscious Pie,0.25,cup,lemon juice,
Dessert,pie,64,Lemon Luscious Pie,3,,"egg yolks, slightly beaten",
Dessert,pie,64,Lemon Luscious Pie,1,cup,milk,
Dessert,pie,64,Lemon Luscious Pie,1,cup,sour cream,
Dessert,pie,64,Lemon Luscious Pie,1,"8""",pie shell,
Dessert,pie,65,Lemon Meringue Pie,1,cup,sugar,"Mix sugar, cornstarch, and salt in top of double boiler. Place over boiling water and add remaining ingredients. Cook until thick, stirring with whip. Put into baked pie shell. Top with meringue. To make meringue whip 3 egg whites until stiff. Add 1/4 cup sugar. Brown 5 to 10 minutes in 400 degree oven. Chill."
Dessert,pie,65,Lemon Meringue Pie,4,Tbsp,cornstarch,
Dessert,pie,65,Lemon Meringue Pie,0.5,tsp,salt,
Dessert,pie,65,Lemon Meringue Pie,2,cups,hot water,
Dessert,pie,65,Lemon Meringue Pie,0.33,cup,"lemon juice, fresh or bottled",
Dessert,pie,65,Lemon Meringue Pie,1,tsp,grated lemon juice,
Dessert,pie,65,Lemon Meringue Pie,3,,egg yolks,
Dessert,pie,65,Lemon Meringue Pie,1,Tbsp,butter,
Dessert,pie,65,Lemon Meringue Pie,3,,egg whites,
Dessert,pie,65,Lemon Meringue Pie,0.25,cup,sugar,
Dessert,pie,66,Old Fashioned Apple Pie,5,apples,sliced,Combine first 4 ingredients. Put in unbaked pie shell. Slice butter on top. Cover with top crust. Bake at 350 degrees for 1 hour.
Dessert,pie,66,Old Fashioned Apple Pie,1,cup,sugar,
Dessert,pie,66,Old Fashioned Apple Pie,0.25,tsp,cinnamon,
Dessert,pie,66,Old Fashioned Apple Pie,0.5,cup,water,
Dessert,pie,66,Old Fashioned Apple Pie,1,Tbsp,butter,
Dessert,pie,67,Peach Almond Pie,2,cups,"fresh peaches, sliced","Sprinkle peaches with lemon and sugar. Let stand 1 hour. Drain to get 1 cup syrup. Add cornstarch to syrup and blend. Cook over low heat until thick. Remove from heat. Add butter, salt, and almond extract. Cool. Carefully stir in peaches. Put in shell. Chill. Serve with whipped cream, topped with slivered almonds and marachino cherries."
Dessert,pie,67,Peach Almond Pie,1,Tbsp,lemon juice,
Dessert,pie,67,Peach Almond Pie,0.25,cup,sugar,
Dessert,pie,67,Peach Almond Pie,3,Tbsp,cornstarch,
Dessert,pie,67,Peach Almond Pie,2,tsp,butter,
Dessert,pie,67,Peach Almond Pie,,dash,salt,
Dessert,pie,67,Peach Almond Pie,0.25,tsp,almond extract,
Dessert,pie,67,Peach Almond Pie,1,9 inch,pie shell,
Dessert,pie,68,Peach Parfait Pie,1,3 ounce box,peach or lemon gelatin,Dissolve gelatin in hot water. At once add 1/4 of ice cream and stir until blended. Repeat until all of ice cream is added. Chill until almost firm. Mix peaches with sugar and fold into mixture. Pour into baked shell and chill unit firm. Whip cream and spread on pie.
Dessert,pie,68,Peach Parfait Pie,1.25,cups,hot water,
Dessert,pie,68,Peach Parfait Pie,1,pint,Peach or vanilla ice cream,
Dessert,pie,68,Peach Parfait Pie,2,,"fresh peaches, peeled and diced",
Dessert,pie,68,Peach Parfait Pie,0.25,cup,sugar,
Dessert,pie,68,Peach Parfait Pie,1,,"baked pie shell, chilled",
Dessert,pie,68,Peach Parfait Pie,0.5,cup,heavy cream,
Dessert,pie,69,Peanut Butter Ice Cream Pie,1.5,cups,"graham cracker crumbs, 18 squares","Mix graham cracker crumbs, sugar, and melted margarine. Press into 9"" pie pan. Chill. To make filling whip 1/2 cup whipping cream. Place ice cream in a bowl and stir to soften. Fold in peanut butter; then fold in whipped cream. Spoon mixture into crust. Freeze about 5 hours. Remove from freezer about 15 minutes before serving."
Dessert,pie,69,Peanut Butter Ice Cream Pie,0.25,cup,sugar,
Dessert,pie,69,Peanut Butter Ice Cream Pie,0.5,cup,"margarine, melted",
Dessert,pie,69,Peanut Butter Ice Cream Pie,0.5,cup,whipped cream or cool whip,
Dessert,pie,69,Peanut Butter Ice Cream Pie,1,quart,vanilla ice cream,
Dessert,pie,69,Peanut Butter Ice Cream Pie,0.5,cup,chunk style peanut buter,
Dessert,pie,70,Peanut Butter Pie,1,cup,light or dark corn syrup,Combine first 5 ingredients. Mix thoroughly. Pour into pie shell. Bake at 350 degrees for 15 minutes. Reduce heat to 350 degrees and bake for 30 to 35 minutes. It should appear less set in the center. Chill. Top with whipped cream.
Dessert,pie,70,Peanut Butter Pie,1,cup,sugar,
Dessert,pie,70,Peanut Butter Pie,3,,"eggs, slightly beaten",
Dessert,pie,70,Peanut Butter Pie,0.5,tsp,vanilla,
Dessert,pie,70,Peanut Butter Pie,0.33,cup,chunk style peanut butter,
Dessert,pie,70,Peanut Butter Pie,1,,"pie shell, unbaked",
Dessert,pie,70,Peanut Butter Pie,1,cup,whipped cream,
Dessert,pie,71,Pie Crust,2,cups,sifted flour,"Mix flour, salt, and shortening. Stir in water enough to bind mixture together to form soft dough. Makes two 9"" pie crusts or 1 double crust. For double crust pie bake at 350 degrees for 1 hour. For pie shell bake at 400 degrees for 10 minutes."
Dessert,pie,71,Pie Crust,0.5,tsp,salt,
Dessert,pie,71,Pie Crust,0.66,cup,shortening,
Dessert,pie,71,Pie Crust,5,Tbsp,ice water or 7-up,
Dessert,pie,72,Sour Cream Raisin Pie,1.5,cups,raisins,"Boil raisins in water until plump. Add flour and sugar. Cook to thicken slightly then add egg yolks, sour cream, vanilla and nutmeg. Pour into 9"" bottom crust. Add top crust. Sprinkle with sugar. Bake 50 minutes at 350 degrees."
Dessert,pie,72,Sour Cream Raisin Pie,1.5,cups,water,
Dessert,pie,72,Sour Cream Raisin Pie,1.5,Tbsp,flour,
Dessert,pie,72,Sour Cream Raisin Pie,0.75,cup,sugar,
Dessert,pie,72,Sour Cream Raisin Pie,3,,"egg yolks, slightly beaten",
Dessert,pie,72,Sour Cream Raisin Pie,1,cup,sour cream,
Dessert,pie,72,Sour Cream Raisin Pie,1,tsp,vanilla,
Dessert,pie,72,Sour Cream Raisin Pie,0.5,tsp,nutmeg,
Dessert,pie,73,Walnut Pie,0.75,cup,sugar,Mix well. Pour into unbaked pie shell. Top with 1 cup walnuts or pecans. Bake at 350 degrees for 1 hour.
Dessert,pie,73,Walnut Pie,0.75,cup,light corn syrup,
Dessert,pie,73,Walnut Pie,3,,eggs,
Dessert,pie,73,Walnut Pie,1,cup,evaporated milk,
Dessert,pie,73,Walnut Pie,1,tsp,vanilla,
Dessert,pie,73,Walnut Pie,2,Tbsp,flour,
Dessert,pie,73,Walnut Pie,0.25,tsp,nutmeg,
Dessert,pie,74,Walnut-Raisin pie,0.75,cup,sugar,"Mix sugar and butter. Add eggs one at a time, beating after each is added. Add raisins nuts, and vanilla. Pour into unbaked pie shell. Bake at 400 degrees for 10 minutes. Reduce heat to 375 degrees for 30 minutes."
Dessert,pie,74,Walnut-Raisin pie,3,,eggs,
Dessert,pie,74,Walnut-Raisin pie,1,cup,"walnuts, chopped",
Dessert,pie,74,Walnut-Raisin pie,0.5,cup,butter,
Dessert,pie,74,Walnut-Raisin pie,1,tsp,vanilla,
Dessert,pie,74,Walnut-Raisin pie,1,cup,raisins,
Dessert,pie,75,Angel Hash,2,Tbsp,cornstarch,"Cook cornstarch, sugar, pineapple juice, and egg yolks until thick. Cool and fold in remaining ingredients."
Dessert,pie,75,Angel Hash,0.25,cup,sugar,
Dessert,pie,75,Angel Hash,1,cup,pineapple juice,
Dessert,pie,75,Angel Hash,2,,eggs,
Dessert,pie,75,Angel Hash,1,cup,Dream Whip or whipped cream,
Dessert,pie,75,Angel Hash,2.5,cups,pineapple tidbits,
Dessert,pie,75,Angel Hash,0.25,cup,"walnuts, chopped",
Dessert,pie,75,Angel Hash,0.25,pound,marshmallows,
Dessert,pie,75,Angel Hash,,,"bananas, sliced",
side,Dressing,76,Blue Cheese Dressing,6,ounces,blue cheese,Mix or shake well.
side,Dressing,76,Blue Cheese Dressing,1,cup,buttermilk,
side,Dressing,76,Blue Cheese Dressing,1,quart,mayonnaise,
side,Dressing,76,Blue Cheese Dressing,1.5,ounces,white sauterne wine,
side,Dressing,76,Blue Cheese Dressing,,dash,garlic powder,
side,Dressing,76,Blue Cheese Dressing,,dash,accent seasoning mix,
side,Salad,77,Broccoli Curry Salad,4,cups,"broccoli, cut into small pieces",
side,Salad,77,Broccoli Curry Salad,0.5,cup,raisins,
side,Salad,77,Broccoli Curry Salad,1,,red onion,
side,Salad,77,Broccoli Curry Salad,1,cup,sunflower seed,
side,Salad,77,Broccoli Curry Salad,1,cup,mayonnaise,
side,Salad,77,Broccoli Curry Salad,2 or 3,,stalks of celery,
side,Salad,77,Broccoli Curry Salad,1,Tbsp,red wine vinegar,
side,Salad,77,Broccoli Curry Salad,,,"curry, to taste",
side,Salad,78,Broccoli Salad,2 or 3,heads,"broccoli florets, bite size",Pour dressing over salad two hours before serving.
side,Salad,78,Broccoli Salad,8,ounce,"mozzarella cheese, shredded",
side,Salad,78,Broccoli Salad,1,small,"red onion, chopped",
side,Salad,78,Broccoli Salad,4,strips,"crisp bacon, crumbled",
side,Salad,78,Broccoli Salad,1,cup,mayonnaise,
side,Salad,78,Broccoli Salad,0.33,cup,sugar,
side,Salad,78,Broccoli Salad,2,Tbsp,vinegar,
side,Salad,79,Broccoli Salad with Pineapple,5 to 6,strips,"bacon, but small, fry until crisp","Cut broccoli flowers. Chop the top 2 inches of the stems into small pieces. Mix together broccoli, crisp bacon, drained pineapple, onion, and sunflower seeds. Blend mayonnaise, sugar, and vinegar to make dressing. Pour over top of broccoli mixture. Toss and serve. Note: This salad is also great with sliced raw carrots and cauliflower."
side,Salad,79,Broccoli Salad with Pineapple,1,bunch,broccoli,
side,Salad,79,Broccoli Salad with Pineapple,1,16 oz. can,"crushed pineapple, well drained",
side,Salad,79,Broccoli Salad with Pineapple,1,,"red onion, chopped fine",
side,Salad,79,Broccoli Salad with Pineapple,0.5,cup,sunflower seeds,
side,Salad,79,Broccoli Salad with Pineapple,1,cup,mayonnaise,
side,Salad,79,Broccoli Salad with Pineapple,1,Tbsp,sugar,
side,Salad,79,Broccoli Salad with Pineapple,2,Tbsp,vinegar,
Dessert,Jello,80,Carrot Carousel,2,envelopes,Knox Unflavored Gelatin,"Sprinkle gelatine over 1/2 cup of cold orange juice in blender container that will hold 5 cups. Add boiling orange juice; cover and process at low speed until gelatin dissolves. Add remaining 1 cup cold orange juice, salt, and salad dressing; process until well blended. Add carrot pieces; cover and turn to high speed, on and off several times until carrots are finely grated. Stir in pineapple and syrup; pour into 6 cup mold. Chill until firm."
Dessert,Jello,80,Carrot Carousel,1.5,cups,"cold orange juice, divided",
Dessert,Jello,80,Carrot Carousel,0.5,cup,boiling orange juice,
Dessert,Jello,80,Carrot Carousel,0.25,tsp,salt,
Dessert,Jello,80,Carrot Carousel,1,cup,salad dressing,
Dessert,Jello,80,Carrot Carousel,1.5,cups,carrot pieces,
Dessert,Jello,80,Carrot Carousel,1,13.4 oz. can,crushed pineapple,
side,Salad,81,Coleslaw,0.5,head,cabbage,Shred cabbage. Mix remaining ingredients to make dressing. Stir together.
side,Salad,81,Coleslaw,0.25,cup,mayonnaise,
side,Salad,81,Coleslaw,0.5,cup,sour cream,
side,Salad,81,Coleslaw,1,Tbsp,vinegar,
side,Salad,81,Coleslaw,1,Tbsp,sugar,
side,Salad,81,Coleslaw,0.5,tsp,horseradish,
side,Salad,81,Coleslaw,,,salt and pepper,
side,Salad,81,Coleslaw,1,tsp,caraway seed (optional),
Dessert,Jello,82,Cranberry Mold,2,cups,hot water,"Mix jello with hot water. Jell slightly then add cranberry sauce, sour cream, and nuts. Mix and chill until set."
Dessert,Jello,82,Cranberry Mold,2,packages,"cherry jello, or 1 large",
Dessert,Jello,82,Cranberry Mold,1,can,whole cranberry sauce,
Dessert,Jello,82,Cranberry Mold,1,pint,sour cream,
Dessert,Jello,82,Cranberry Mold,0.5,cup,"nuts, chopped",
side,Salad,83,Cucumbers in Sour Cream,3,cups,"cucumbers, sliced",Stir together. Refrigerate 30 minutes.
side,Salad,83,Cucumbers in Sour Cream,1.5,tsp,salt,
side,Salad,83,Cucumbers in Sour Cream,0.125,tsp,pepper,
side,Salad,83,Cucumbers in Sour Cream,3,Tbsp,"chives or scallions, minced",
side,Salad,83,Cucumbers in Sour Cream,1,cup,sour cream,
side,Salad,83,Cucumbers in Sour Cream,2,Tbsp,lemon juice,
side,Salad,84,Five Bean Salad,1,can,green beans,Drain beans and stir together. Mix ingredients for dressing. Combine dressing and beans.
side,Salad,84,Five Bean Salad,1,can,wax beans,
side,Salad,84,Five Bean Salad,1,can,kidney beans,
side,Salad,84,Five Bean Salad,1,can,garbanzo beans,
side,Salad,84,Five Bean Salad,1,can,bean sprouts,
side,Salad,84,Five Bean Salad,1,,"red onion, sliced",
side,Salad,84,Five Bean Salad,0.5,cup,sugar,
side,Salad,84,Five Bean Salad,0.5,cup,vinegar,
side,Salad,84,Five Bean Salad,0.5,cup,oil,
side,Salad,85,Five Cup Salad,1,cup,pineapple chunks,Combine all ingredients. Chill overnight.
side,Salad,85,Five Cup Salad,1,cup,mandarin oranges,
side,Salad,85,Five Cup Salad,1,cup,coconut,
side,Salad,85,Five Cup Salad,1,cup,marshmallows,
side,Salad,85,Five Cup Salad,1,cup,sour cream,
entree,Pasta,86,Garden Vegetable Pasta,,,asparagus,"Cut vegetables into birte size pieces. Cook 5 minutes, until fork tender. Rinse with cold water. Cook and chill pasta. Toss all with Italian Dressing."
entree,Pasta,86,Garden Vegetable Pasta,,,broccoli,
entree,Pasta,86,Garden Vegetable Pasta,,,cauliflower,
entree,Pasta,86,Garden Vegetable Pasta,,,green onions,
entree,Pasta,86,Garden Vegetable Pasta,,,radishes,
entree,Pasta,86,Garden Vegetable Pasta,,,peeled tomato,
entree,Pasta,86,Garden Vegetable Pasta,,,avacado,
entree,Pasta,86,Garden Vegetable Pasta,,,fresh mushrooms,
entree,Pasta,86,Garden Vegetable Pasta,,,pasta,
entree,Pasta,86,Garden Vegetable Pasta,,,Italian Dressing,
side,Salad,87,Green Bean Salad,1,pound,fresh beans,"Mix oil, vinegar, onion, and lemon. Pour over beans. Chill 3 hour or longer. Spoon beans onto lettuce with slotted spoon. Top with crumbled blue cheese and coarsely chopped walnuts"
side,Salad,87,Green Bean Salad,0.75,cup,salad oil,
side,Salad,87,Green Bean Salad,1,cup,white vinegar,
side,Salad,87,Green Bean Salad,0.5,cup,"red onion, chopped",
side,Salad,87,Green Bean Salad,2,tsp,grated lemon rind,
side,Salad,87,Green Bean Salad,,,blue cheese,
side,Salad,87,Green Bean Salad,,,"walnuts, chopped",
side,Salad,88,Heavenly Cheese Salad,1,small package,lemon jello,"Bring juice to a boil, pour over jello. Cool. Mix pineapple, nuts, and cheese. Add to jello. Fold in whipped cream. Pour into mold. Chill."
side,Salad,88,Heavenly Cheese Salad,1,cup,pineapple juice + water,
side,Salad,88,Heavenly Cheese Salad,1,cup,crushed pineapple,
side,Salad,88,Heavenly Cheese Salad,8,oz,cream cheese,
side,Salad,88,Heavenly Cheese Salad,1,cup,"walnuts, chopped",
side,Salad,88,Heavenly Cheese Salad,1,pint,whipped cream,
side,Dressing,89,Horseradish Dressing,0.5,cup,horseradish,Combine all ingredients in blender or food processor.
side,Dressing,89,Horseradish Dressing,4,cups,mayonnaise,
side,Dressing,89,Horseradish Dressing,1,cup,sour cream,
side,Dressing,89,Horseradish Dressing,0.75,cup,buttermilk,
side,Dressing,89,Horseradish Dressing,0.5,cup,oil,
side,Dressing,89,Horseradish Dressing,1,tsp,onion powder,
side,Dressing,89,Horseradish Dressing,1,tsp,salt,
side,Dressing,89,Horseradish Dressing,0.5,tsp,pepper,
side,Dressing,89,Horseradish Dressing,0.75,tsp,kelp,
side,Dressing,89,Horseradish Dressing,0.25,cup,vinegar,
side,Salad,90,Lemon Cloud Salad,1,large package,lemon jello,Set jello with 1/2 c. less water than package instructions. When partially set stir in Dream Whip. Add fruits. Set several hours to chill.
side,Salad,90,Lemon Cloud Salad,1,can,mandarin oranges,
side,Salad,90,Lemon Cloud Salad,1,med. can,pineapple tidbits,
side,Salad,90,Lemon Cloud Salad,2,,"bananas, sliced",
side,Salad,90,Lemon Cloud Salad,2,cups,Dream Whip,
side,Salad,91,Lima Bean Salad,1,10z. pkg.,frozen lima beans,"Thoroughly mix vinegar, vegetable oil, and salt. Cook beans until tender, drain and rinse under cold water. Add other ingredients and toss. Chill in refrigerator for 1-2 hours."
side,Salad,91,Lima Bean Salad,8,,"fresh mushrooms, sliced",
side,Salad,91,Lima Bean Salad,4,,"green onions, sliced",
side,Salad,91,Lima Bean Salad,1,Tbsp,"parsley, choped",
side,Salad,91,Lima Bean Salad,0.5,tsp,oregano,
side,Salad,91,Lima Bean Salad,1,Tbsp,vegetable oil,
side,Salad,91,Lima Bean Salad,0.75,tsp,salt,
side,Salad,91,Lima Bean Salad,,dash,pepper,
side,Salad,91,Lima Bean Salad,1,clove,"garlic, crushed",or 1/8 tsp. garlic pwder.
side,Salad,92,Pea Salad,1,bag,"frozen peas, uncooked",Stir together and enjoy.
side,Salad,92,Pea Salad,1,cup,"green onion, chopped",
side,Salad,92,Pea Salad,0.5,cup,crumbled bacon bits,
side,Salad,92,Pea Salad,1,can,"water chestnuts, sliced",
side,Salad,92,Pea Salad,1,cup,salted cashew pieces.,
side,Salad,92,Pea Salad,1,small carton,sour cream,
side,Dressing,93,School French Dressing,1,cup,oil,
side,Dressing,93,School French Dressing,0.5,cup,vinegar,
side,Dressing,93,School French Dressing,,,salt and pepper to taste,
side,Dressing,93,School French Dressing,0.25,tsp,dry mustard,
side,Dressing,93,School French Dressing,1,tsp,paprika,
side,Dressing,93,School French Dressing,0.5,cup,sugar,
side,Salad,94,Spinach Salad,0.5,pound,spinach leaves,"Mix spinach and thinly sliced onion. Fry bacon until crisp, drain. To drippings add vinegar, water, sugar, and salt. Bring to a boil. Beat egg until light. Add sour cream. Pour boiling liquid over egg then pour back in skillet. Cook over low heat until thick. Pour over spinach, add bacon and chopped egg. Toss lightly."
side,Salad,94,Spinach Salad,1,medium,"onion, red is best",
side,Salad,94,Spinach Salad,2,slices,bacon,
side,Salad,94,Spinach Salad,0.66,cup,vinegar,
side,Salad,94,Spinach Salad,0.5,cup,water,
side,Salad,94,Spinach Salad,1,Tbsp,sugar,
side,Salad,94,Spinach Salad,1,tsp,salt,
side,Salad,94,Spinach Salad,1,,"egg, slightly beaten",
side,Salad,94,Spinach Salad,1,,"egg, hard-boiled",
side,Salad,94,Spinach Salad,2,Tbsp,sour cream,
side,Salad,95,Spinach Salad with Avocado,1,pound,fresh spinach,"Clean spinach. Tear for salad. Cut avocado in small pieces. Sprinkle with lemon. Slice onion as thin as possible. Combine spinach, avocado, onion, and oranges. Mix remaining ingredients to make dressing. Pour dressing over salad. Sprinkle on bacon bits."
side,Salad,95,Spinach Salad with Avocado,1,,avocado,
side,Salad,95,Spinach Salad with Avocado,1,Tbsp,lemon juice,
side,Salad,95,Spinach Salad with Avocado,1,,red onion,
side,Salad,95,Spinach Salad with Avocado,1,can,mandarin oranges,
side,Salad,95,Spinach Salad with Avocado,2,Tbsp,sour cream,
side,Salad,95,Spinach Salad with Avocado,1,clove,"garlic, crushed",
side,Salad,95,Spinach Salad with Avocado,0.25,tsp,salt,
side,Salad,95,Spinach Salad with Avocado,0.5,tsp,lemon peel,
side,Salad,95,Spinach Salad with Avocado,0.5,tsp,paprika,
side,Salad,95,Spinach Salad with Avocado,0.25,tsp,pepper,
side,Salad,95,Spinach Salad with Avocado,2,Tbsp,vinegar,
side,Salad,95,Spinach Salad with Avocado,0.5,cup,olive oil,
side,Salad,95,Spinach Salad with Avocado,6,slices,"bacon, crisp and crumbled",
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,spinach greens,"Mix dressing ingredients: mayonnaise, catsup, lemon juice, and sugar. Combine remaining ingredients. Toss with dressing."
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,sliced onion,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,alfalfa sprouts,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,bacon bits,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,grated jack cheese,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,sunflower seeds,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,mayonnaise,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,catsup,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,,,lemon juice,
side,Salad,96,Spinach Salad with Alfalfa Sprouts,1,tsp,sugar,
side,Salad,97,Summer Fruit Salad,1,can,pineapple chunks in juice,Combine all ingredients. Cover and chill several hours or overnight.
side,Salad,97,Summer Fruit Salad,1,can,mandarin oranges,
side,Salad,97,Summer Fruit Salad,1,can,seedless grapes,
side,Salad,97,Summer Fruit Salad,0.5,,"cantaloupe, cut into chunks",
side,Salad,97,Summer Fruit Salad,2,cups,watermelon chunks,
side,Salad,97,Summer Fruit Salad,2,cups,marshmallows,
side,Salad,97,Summer Fruit Salad,1,pint,sour cream,
side,Salad,98,Top Ramen Salad,1,pkg.,chicken Ramen,"Mix Ramen seasoning packet with oil, vinegar, and sugar. pour over mixture of salad greens, red onion, and peas. Add crushed Ramen noodles."
side,Salad,98,Top Ramen Salad,0.25,cup,oil,
side,Salad,98,Top Ramen Salad,0.25,cup,vinegar,
side,Salad,98,Top Ramen Salad,0.25,cup,sugar,
side,Salad,98,Top Ramen Salad,,,salad greens,
side,Salad,98,Top Ramen Salad,,,red onion,
side,Salad,99,Top Ramen Salad,1,cup,frozen peas,
side,Salad,99,Zucchini Apple Slaw,0.5,cup,mayonnaise,Mix together. Put on crisp lettuce. Top with dressing.
side,Salad,99,Zucchini Apple Slaw,3,Tbsp,vinegar,
side,Salad,99,Zucchini Apple Slaw,1,cup,sugar,
side,Salad,99,Zucchini Apple Slaw,1,tsp,caraway seed,
side,Salad,99,Zucchini Apple Slaw,4,cups,"zucchini, coarsely shredded",
side,Salad,99,Zucchini Apple Slaw,0.5,cup,"green onions, sliced",
side,Salad,99,Zucchini Apple Slaw,2 or 3,,"tart apples, cut in chunks",
side,Salad,99,Zucchini Apple Slaw,,,salt and pepper,
side,Soup,100,Broccoli Cheese Soup,1,large,"potato (2-3 cups), peeled and diced","Place potato, broccoli (reserve 2 cups), carrots, garlic, onion, salt, and water in large saucepan. Bring to boil, then simmer until all vegetables are very tender. Puree in blender or food processor, and transfer to kettle or dutch oven. Steam reserved broccoli pieces until just tender. Add to puree along with all remaining ingredients. Heat gently. Serve topped with additional grated cheddar cheese."
side,Soup,100,Broccoli Cheese Soup,2,cups,"broccoli florets, cut or broken",
side,Soup,100,Broccoli Cheese Soup,1,medium,"carrot, peeled and chopped",
side,Soup,100,Broccoli Cheese Soup,3,medium,"cloves of garlic, peeled",
side,Soup,100,Broccoli Cheese Soup,1.5,cups,"onion, chopped",
side,Soup,100,Broccoli Cheese Soup,1.5,tsp,salt,
side,Soup,100,Broccoli Cheese Soup,4,cups,water,
side,Soup,100,Broccoli Cheese Soup,2,cups,"cheddar cheese, grated",
side,Soup,100,Broccoli Cheese Soup,0.75,cups,low-fat milk,
side,Soup,100,Broccoli Cheese Soup,1,tsp,dill,
side,Soup,101,Chicken Noodle Soup,2,cups,"chicken, cooked and chopped","Boil chicken, remove from bones and chop. Set aside. Cook potato, carrots, celery, and onion in water to cover. When tender add the chicken, bouillon cubes, poultry seasoning, and salt. Add a large handful of narrow egg noodles. Add more liquid if necessary and cook until noodles are tender."
side,Soup,101,Chicken Noodle Soup,1,large,"potato, diced",
side,Soup,101,Chicken Noodle Soup,3,large,"carrots, diced",
side,Soup,101,Chicken Noodle Soup,2,stalks,"celery, sliced",
side,Soup,101,Chicken Noodle Soup,1,large,"onion, chopped",
side,Soup,101,Chicken Noodle Soup,2,cubes,chicken bouillion,
side,Soup,101,Chicken Noodle Soup,,dash,poultry seasoning,
